,imagenet_class,original_score,perturbated_score
931,"bagel, beigel",4.6676587e-06,1.7199767e-05
932,pretzel,3.9772345e-05,8.3145715e-05
933,cheeseburger,1.907662e-06,5.888943e-06
934,"hotdog, hot dog, red hot",2.0849336e-06,1.2518772e-06
935,mashed potato,1.1286786e-06,1.9153683e-07
936,head cabbage,2.9008215e-05,1.3326519e-06
937,broccoli,0.00013445088,6.1569745e-06
938,cauliflower,4.1638865e-05,2.9873738e-07
939,"zucchini, courgette",2.4033898e-06,5.311692e-07
940,spaghetti squash,2.355702e-06,3.2795023e-07
941,acorn squash,3.1795928e-06,7.2077563e-07
942,butternut squash,1.0065689e-06,2.3301275e-06
943,"cucumber, cuke",8.872751e-06,2.1497076e-06
944,"artichoke, globe artichoke",3.3829162e-06,6.276359e-07
945,bell pepper,2.3923585e-06,1.9398914e-07
946,cardoon,5.8381886e-07,2.9461358e-08
947,mushroom,2.4364072e-06,4.962266e-06
948,Granny Smith,4.572402e-05,6.2972026e-06
949,strawberry,2.0488342e-05,8.9057403e-07
950,orange,4.291744e-06,8.0649215e-06
951,lemon,7.5752378e-06,3.6482033e-06
952,fig,5.2661785e-06,4.0480636e-06
953,"pineapple, ananas",2.3138384e-06,1.1858104e-07
954,banana,2.7783437e-06,1.3393601e-06
955,"jackfruit, jak, jack",2.5672172e-05,6.8239033e-06
956,custard apple,6.5505315e-05,3.6291074e-06
957,pomegranate,1.9202564e-06,4.8481193e-06
958,hay,2.533617e-06,5.5227326e-07
959,carbonara,3.861279e-06,1.0881e-06
960,"chocolate sauce, chocolate syrup",1.5131495e-05,1.083257e-05
961,dough,3.0402418e-06,4.310081e-05
962,"meat loaf, meatloaf",2.9548305e-06,8.707864e-07
963,"pizza, pizza pie",7.083665e-07,1.9786514e-06
964,potpie,3.2028502e-06,2.0864293e-06
965,burrito,1.0328781e-06,7.072149e-07
966,red wine,2.4836732e-05,0.00014496183
967,espresso,1.2140631e-05,0.0001558746
968,cup,2.3884955e-05,0.00016383492
969,eggnog,5.4197294e-06,2.2736335e-06
970,alp,3.0035886e-07,7.200676e-08
971,bubble,1.7107886e-06,3.3864312e-06
972,"cliff, drop, drop-off",1.9414674e-06,4.3100822e-08
973,coral reef,1.6083553e-05,1.226117e-06
974,geyser,1.1409109e-06,8.261026e-08
975,"lakeside, lakeshore",1.0182268e-05,1.5693263e-07
976,"promontory, headland, head, foreland",1.211422e-06,9.251823e-08
977,"sandbar, sand bar",8.524951e-06,6.9614026e-07
978,"seashore, coast, seacoast, sea-coast",1.0096806e-05,7.3872246e-07
979,"valley, vale",9.694926e-07,5.1252858e-08
980,volcano,2.9407183e-06,1.2384712e-07
981,"ballplayer, baseball player",0.00013860204,8.187271e-06
982,"groom, bridegroom",4.577531e-06,1.1938321e-06
983,scuba diver,1.6410089e-06,9.639338e-08
984,rapeseed,2.0530237e-05,4.5080237e-06
985,daisy,9.573546e-07,1.376545e-06
986,"yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum",1.4523941e-06,2.5136412e-08
987,corn,3.5268888e-05,1.2698797e-05
988,acorn,6.395089e-06,9.701433e-06
989,"hip, rose hip, rosehip",2.7990944e-07,4.5944425e-08
990,"buckeye, horse chestnut, conker",1.3211248e-05,8.761088e-06
991,coral fungus,5.54156e-06,5.6818594e-06
992,agaric,7.859071e-07,2.822388e-07
993,gyromitra,7.322376e-06,2.9471503e-06
994,"stinkhorn, carrion fungus",3.969436e-07,5.2251494e-07
995,earthstar,2.8561517e-06,3.624794e-06
996,"hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa",5.8330993e-06,7.0423976e-06
997,bolete,6.390928e-07,1.2763564e-06
998,"ear, spike, capitulum",1.5202239e-05,1.43856705e-05
999,"toilet tissue, toilet paper, bathroom tissue",0.00018103942,0.00012739755
