,imagenet_class,original_score,perturbated_score
956,custard apple,0.00029240467,3.5060526e-05
957,pomegranate,2.9993162e-05,1.891505e-05
958,hay,0.00031871215,4.977479e-06
959,carbonara,2.633555e-05,4.584013e-06
960,"chocolate sauce, chocolate syrup",7.587431e-05,0.0008502614
961,dough,0.0005384354,0.00012668682
962,"meat loaf, meatloaf",1.0276088e-05,1.5039519e-05
963,"pizza, pizza pie",1.1271823e-05,1.6752694e-05
964,potpie,1.7246059e-05,4.449932e-06
965,burrito,0.00033185002,0.0003213307
966,red wine,0.00032168286,0.00054872374
967,espresso,8.750203e-05,6.363134e-05
968,cup,0.00076683593,0.00034114814
969,eggnog,0.000106629435,0.0016454541
970,alp,6.3598556e-05,2.2613925e-05
971,bubble,0.00018476287,0.0004566538
972,"cliff, drop, drop-off",0.00012859862,5.759063e-06
973,coral reef,1.1633738e-06,8.960651e-06
974,geyser,2.6409745e-05,7.9435165e-05
975,"lakeside, lakeshore",0.00015714896,1.758199e-05
976,"promontory, headland, head, foreland",0.00013532006,5.6668573e-06
977,"sandbar, sand bar",5.5325352e-05,8.201813e-06
978,"seashore, coast, seacoast, sea-coast",0.00023488417,1.0981615e-05
979,"valley, vale",4.051972e-05,4.9185987e-06
980,volcano,1.1553848e-05,2.2639163e-06
981,"ballplayer, baseball player",0.00039873456,0.0011049658
982,"groom, bridegroom",0.0013312344,0.00010064421
983,scuba diver,5.9528643e-06,1.2391231e-05
984,rapeseed,0.00012306991,2.422167e-05
985,daisy,7.101385e-06,5.6212e-07
986,"yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum",7.02149e-06,1.1969419e-06
987,corn,0.00052263256,1.9376908e-05
988,acorn,3.8143102e-05,6.838946e-06
989,"hip, rose hip, rosehip",6.406467e-05,3.8800878e-05
990,"buckeye, horse chestnut, conker",2.113509e-05,8.540496e-07
991,coral fungus,8.171376e-06,5.174528e-07
992,agaric,6.7162277e-06,1.8269889e-06
993,gyromitra,2.0562145e-05,1.1830237e-05
994,"stinkhorn, carrion fungus",2.7200153e-05,1.2747695e-05
995,earthstar,1.9153198e-05,1.1395786e-06
996,"hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa",0.00048275676,1.6999413e-05
997,bolete,1.3723675e-05,1.6233373e-06
998,"ear, spike, capitulum",0.0010279263,2.9703682e-05
999,"toilet tissue, toilet paper, bathroom tissue",0.00045359277,0.0002452443
